draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
157,basic,10008.5,11996.9742,1988.4742,1.5763,1.2742,2.8206,1.4942,1.2186,2.6493
157,gifted,1315.5,1481.9153,166.4153,,,,,,
158,basic,10008.5,12000.1929,1991.6929,1.5774,1.259,2.8185,1.495,1.2156,2.6384
158,gifted,1315.5,1475.4886,159.9886,,,,,,
159,basic,10008.5,12244.6105,2236.1105,1.5261,1.2331,2.7547,1.442,1.1852,2.5168
159,gifted,1315.5,1486.5579,171.0579,,,,,,
160,basic,10008.5,12009.481,2000.981,1.5935,1.2902,2.8464,1.5078,1.2241,2.6857
160,gifted,1315.5,1478.3884,162.8884,,,,,,
161,basic,10008.5,12210.5859,2202.0859,1.6246,1.3433,2.8466,1.5262,1.2414,2.7077
161,gifted,1315.5,1478.2507,162.7507,,,,,,
162,basic,10008.5,12157.8333,2149.3333,1.5336,1.2474,2.7624,1.4524,1.1941,2.5548
162,gifted,1315.5,1485.2145,169.7145,,,,,,
163,basic,10008.5,11943.2419,1934.7419,1.5521,1.2567,2.8094,1.475,1.2099,2.6217
163,gifted,1315.5,1477.845,162.345,,,,,,
164,basic,10008.5,11991.8995,1983.3995,1.5827,1.259,2.8322,1.4987,1.213,2.663
164,gifted,1315.5,1474.9376,159.4376,,,,,,
165,basic,10008.5,12058.1858,2049.6858,1.5451,1.2472,2.7857,1.4642,1.1956,2.5908
165,gifted,1315.5,1477.9645,162.4645,,,,,,
166,basic,10008.5,12011.2694,2002.7694,1.5684,1.2529,2.8184,1.4859,1.199,2.6386
166,gifted,1315.5,1473.1792,157.6792,,,,,,
167,basic,10008.5,11988.2722,1979.7722,1.6155,1.2897,2.8558,1.5273,1.2252,2.7334
167,gifted,1315.5,1479.9309,164.4309,,,,,,
168,basic,10008.5,12177.409,2168.909,1.5122,1.2337,2.6936,1.4328,1.186,2.4972
168,gifted,1315.5,1479.8252,164.3252,,,,,,
169,basic,10008.5,11919.6721,1911.1721,1.5217,1.224,2.7465,1.4498,1.1853,2.5564
169,gifted,1315.5,1474.125,158.625,,,,,,
170,basic,10008.5,12132.1504,2123.6504,1.5301,1.2499,2.7382,1.4494,1.1956,2.5257
170,gifted,1315.5,1475.8094,160.3094,,,,,,
171,basic,10008.5,12216.1376,2207.6376,1.5442,1.2794,2.7775,1.4598,1.2163,2.5666
171,gifted,1315.5,1484.3049,168.8049,,,,,,
172,basic,10008.5,11984.5622,1976.0622,1.5811,1.2774,2.8421,1.4975,1.2185,2.663
172,gifted,1315.5,1472.7418,157.2418,,,,,,
