draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
103,basic,10008.5,10283.6883,275.1883,1.5458,1.2565,2.7775,1.6174,1.3596,2.846
103,gifted,1315.5,1316.6242,1.1242,,,,,,
104,basic,10008.5,10257.3728,248.8728,1.5551,1.2527,2.7857,1.6253,1.3596,2.8464
104,gifted,1315.5,1316.9231,1.4231,,,,,,
105,basic,10008.5,10285.3725,276.8725,1.5693,1.2577,2.8154,1.6431,1.3644,2.8668
105,gifted,1315.5,1316.8521,1.3521,,,,,,
106,basic,10008.5,10336.7539,328.2539,1.5685,1.2821,2.8153,1.6405,1.3769,2.8623
106,gifted,1315.5,1317.0233,1.5233,,,,,,
107,basic,10008.5,10312.1684,303.6684,1.5639,1.2729,2.7994,1.6359,1.3718,2.8556
107,gifted,1315.5,1317.3793,1.8793,,,,,,
108,basic,10008.5,10258.7686,250.2686,1.5791,1.2874,2.8158,1.6493,1.3769,2.8627
108,gifted,1315.5,1317.0598,1.5598,,,,,,
109,basic,10008.5,10294.5417,286.0417,1.5927,1.2898,2.84,1.6663,1.378,2.903
109,gifted,1315.5,1317.097,1.597,,,,,,
110,basic,10008.5,10267.4732,258.9732,1.5522,1.259,2.7982,1.6251,1.3657,2.8465
110,gifted,1315.5,1317.1902,1.6902,,,,,,
111,basic,10008.5,10322.8644,314.3644,1.5881,1.2803,2.8428,1.6604,1.3769,2.9027
111,gifted,1315.5,1316.8009,1.3009,,,,,,
112,basic,10008.5,10300.06,291.56,1.6011,1.312,2.8461,1.6727,1.392,2.9112
112,gifted,1315.5,1316.6298,1.1298,,,,,,
113,basic,10008.5,10317.3558,308.8558,1.5527,1.259,2.7858,1.6248,1.3696,2.8465
113,gifted,1315.5,1316.6011,1.1011,,,,,,
114,basic,10008.5,10295.6854,287.1854,1.5055,1.2242,2.6874,1.5758,1.3266,2.7892
114,gifted,1315.5,1316.9608,1.4608,,,,,,
115,basic,10008.5,10335.4949,326.9949,1.5898,1.3025,2.846,1.6656,1.3882,2.9081
115,gifted,1315.5,1317.4234,1.9234,,,,,,
116,basic,10008.5,10310.6114,302.1114,1.5773,1.2793,2.8206,1.6462,1.3768,2.8844
116,gifted,1315.5,1317.2058,1.7058,,,,,,
117,basic,10008.5,10243.5992,235.0992,1.517,1.2416,2.7155,1.5842,1.3465,2.7891
117,gifted,1315.5,1316.57,1.07,,,,,,
118,basic,10008.5,10340.1715,331.6715,1.5618,1.259,2.8146,1.6361,1.3657,2.8816
118,gifted,1315.5,1316.6155,1.1155,,,,,,
119,basic,10008.5,10261.8793,253.3793,1.5834,1.259,2.8422,1.6557,1.3769,2.9029
119,gifted,1315.5,1317.2954,1.7954,,,,,,
120,basic,10008.5,10310.124,301.624,1.5738,1.2701,2.8206,1.6469,1.3723,2.8987
120,gifted,1315.5,1316.6784,1.1784,,,,,,
121,basic,10008.5,10294.1153,285.6153,1.5818,1.3024,2.8165,1.6497,1.378,2.8624
121,gifted,1315.5,1316.943,1.443,,,,,,
122,basic,10008.5,10289.9735,281.4735,1.5876,1.2872,2.8428,1.6678,1.3854,2.9045
122,gifted,1315.5,1316.7613,1.2613,,,,,,
123,basic,10008.5,10276.6268,268.1268,1.581,1.2657,2.8322,1.6523,1.3769,2.8933
123,gifted,1315.5,1316.5918,1.0918,,,,,,
124,basic,10008.5,10314.6086,306.1086,1.5764,1.2821,2.8205,1.6475,1.3769,2.8827
124,gifted,1315.5,1317.2653,1.7653,,,,,,
125,basic,10008.5,10270.5489,262.0489,1.5702,1.259,2.8154,1.6415,1.3708,2.8623
125,gifted,1315.5,1316.9604,1.4604,,,,,,
126,basic,10008.5,10335.9224,327.4224,1.6062,1.3031,2.8465,1.6809,1.387,2.9544
126,gifted,1315.5,1316.8075,1.3075,,,,,,
127,basic,10008.5,10269.2043,260.7043,1.5238,1.2414,2.7423,1.5939,1.3465,2.8158
127,gifted,1315.5,1317.4504,1.9504,,,,,,
128,basic,10008.5,10296.4658,287.9658,1.6342,1.3042,2.8798,1.7095,1.3919,3.0098
128,gifted,1315.5,1316.5644,1.0644,,,,,,
129,basic,10008.5,10321.1464,312.6464,1.6039,1.2815,2.8465,1.6774,1.3769,2.9677
