draw,school_id,program,base_eligible,base_riders,scen_eligible,scen_riders,base_dist_mean,scen_dist_mean
2,971,basic,0.0,0.0,599.193,280.828,,1.126
2,971,gifted,515.913,473.589,0.0,0.0,,
2,972,basic,262.172,186.439,0.0,0.0,1.874,
2,974,basic,85.335,77.601,208.236,185.047,1.199,1.237
2,977,basic,239.505,187.286,441.689,336.608,1.303,1.432
3,103,basic,258.558,215.204,295.616,245.901,1.637,1.64
3,104,basic,135.931,54.539,155.91,63.948,2.407,2.311
3,105,basic,422.593,196.945,359.702,163.471,2.241,2.386
3,105,gifted,176.201,162.147,0.0,0.0,,
3,106,basic,463.523,268.891,353.27,205.369,1.826,1.793
3,106,gifted,117.115,107.774,0.0,0.0,,
3,107,basic,518.371,249.387,541.332,259.361,2.511,2.536
3,109,basic,150.586,96.517,182.551,118.109,2.102,2.053
3,110,basic,401.104,206.45,424.817,217.879,2.135,2.155
3,113,basic,393.777,227.748,340.237,196.601,2.34,2.339
3,113,gifted,135.559,124.747,0.0,0.0,,
3,115,basic,145.069,81.488,224.913,126.535,1.729,1.72
3,117,basic,258.483,152.963,241.224,145.575,2.345,2.233
3,117,gifted,89.857,82.689,0.0,0.0,,
3,118,basic,250.662,127.377,444.822,225.418,2.152,2.169
3,130,basic,655.237,381.136,712.438,412.412,1.691,1.716
3,201,basic,76.847,52.335,126.427,85.635,1.045,1.078
3,202,basic,167.816,92.886,176.989,98.9,1.609,1.555
3,203,basic,258.571,181.937,289.115,200.077,1.312,1.403
3,204,basic,176.563,127.387,199.259,113.638,1.41,2.855
3,208,basic,209.711,169.228,0.0,0.0,1.234,
3,209,basic,143.526,56.732,162.253,63.993,0.764,0.776
3,210,basic,192.204,89.392,0.0,0.0,1.378,
3,211,basic,79.586,51.375,123.554,76.812,1.137,1.349
3,212,gifted,205.804,189.389,0.0,0.0,,
3,215,basic,114.816,73.462,139.182,87.413,0.89,0.982
3,218,basic,151.728,97.562,175.566,112.461,0.767,0.789
3,220,basic,87.515,71.538,0.0,0.0,1.421,
3,221,basic,164.679,116.764,245.789,157.247,1.036,1.538
3,222,basic,144.372,86.531,181.227,113.995,2.044,1.817
3,225,basic,86.699,46.212,94.497,50.12,1.259,1.288
3,226,basic,251.689,170.816,297.96,200.44,1.334,1.404
3,229,basic,259.236,212.596,0.0,0.0,1.158,
3,230,basic,118.379,81.375,164.62,107.359,1.031,1.344
3,233,basic,283.85,183.841,372.175,239.753,0.835,0.865
3,234,basic,73.402,58.996,0.0,0.0,1.277,
3,235,basic,78.213,52.047,121.952,79.207,1.218,1.364
3,236,basic,50.008,44.177,64.426,57.629,1.104,1.032
3,239,basic,269.874,162.605,0.0,0.0,1.723,
3,241,basic,384.985,143.778,678.203,250.837,1.945,2.001
3,242,basic,164.009,116.534,0.0,0.0,1.224,
3,243,basic,217.53,121.308,310.879,172.519,0.991,1.021
3,244,basic,35.705,33.142,37.35,35.081,1.127,1.009
3,245,basic,316.945,277.784,431.702,378.311,1.244,1.255
3,246,basic,237.57,129.994,403.654,214.616,1.189,1.353
3,247,basic,376.481,140.301,759.979,272.951,1.626,1.831
3,248,basic,142.766,94.346,0.0,0.0,0.871,
3,249,basic,27.883,21.82,34.541,27.314,0.926,0.873
3,250,basic,81.199,60.885,148.014,112.12,0.951,0.893
3,251,basic,128.422,66.884,157.505,79.943,1.399,1.546
3,252,basic,231.772,166.388,270.84,186.177,1.419,1.655
3,255,basic,87.477,59.699,146.544,99.441,0.829,0.865
3,257,basic,121.836,104.939,192.129,162.253,1.076,1.196
3,259,basic,165.806,121.523,0.0,0.0,1.333,
3,261,basic,163.69,149.402,236.982,210.765,1.063,1.222
3,262,basic,186.554,145.261,174.366,133.355,1.077,1.177
3,264,basic,75.929,38.437,0.0,0.0,0.936,
3,266,basic,105.003,85.786,139.686,114.611,0.901,0.875
3,267,basic,114.533,103.062,138.569,124.803,1.025,1.021
3,268,basic,107.955,102.557,0.0,0.0,1.071,
3,269,basic,107.946,101.004,135.813,126.842,1.075,1.124
3,270,basic,160.811,110.854,235.782,165.988,1.482,1.387
3,272,basic,42.641,40.093,0.0,0.0,1.021,
3,275,basic,93.79,87.613,139.395,129.841,1.181,1.256
3,276,basic,151.302,79.8,131.351,68.902,1.151,1.18
3,277,basic,125.053,83.166,145.446,96.379,1.022,1.042
3,279,basic,104.717,50.052,137.317,64.849,0.994,1.061
3,281,basic,71.352,49.127,84.45,57.708,0.816,0.853
3,282,basic,81.336,61.136,103.175,76.021,0.908,1.012
3,286,basic,179.204,114.569,231.93,142.391,1.971,2.238
3,287,gifted,190.0,174.845,0.0,0.0,,
3,288,basic,184.821,158.652,203.793,177.799,1.376,1.33
3,289,basic,159.18,127.588,0.0,0.0,1.382,
3,291,basic,375.098,255.518,644.951,469.27,2.268,1.893
3,292,basic,566.037,329.765,925.808,527.257,1.502,1.632
3,930,basic,399.128,344.488,816.664,730.062,2.332,1.962
3,935,basic,437.369,297.057,0.0,0.0,1.827,
3,939,basic,220.421,113.639,0.0,0.0,1.705,
3,949,basic,376.022,296.188,0.0,0.0,1.558,
3,955,basic,45.902,43.607,0.0,0.0,2.801,
3,971,basic,0.0,0.0,590.292,284.637,,1.122
3,971,gifted,514.986,473.909,0.0,0.0,,
3,972,basic,263.045,187.124,0.0,0.0,1.856,
3,974,basic,84.971,75.75,205.123,178.639,1.267,1.339
3,977,basic,237.542,179.439,436.515,323.184,1.299,1.424
4,103,basic,257.817,230.31,294.685,263.129,1.642,1.643
4,104,basic,124.861,51.066,144.724,60.234,2.39,2.321
4,105,basic,470.596,225.081,398.542,186.085,2.287,2.417
4,105,gifted,184.702,169.194,0.0,0.0,,
4,106,basic,461.369,287.69,352.928,221.764,1.746,1.688
4,106,gifted,116.848,107.037,0.0,0.0,,
4,107,basic,507.966,254.679,530.067,264.73,2.514,2.535
4,109,basic,157.01,107.657,190.438,132.036,2.118,2.064
4,110,basic,375.937,201.687,400.093,213.522,2.105,2.133
4,113,basic,384.032,235.99,333.274,204.619,2.342,2.342
4,113,gifted,133.25,122.062,0.0,0.0,,
4,115,basic,135.763,80.613,210.631,125.247,1.716,1.709
4,117,basic,261.883,166.142,248.11,159.761,2.297,2.218
4,117,gifted,89.455,81.944,0.0,0.0,,
4,118,basic,256.611,136.037,454.122,240.043,2.158,2.175
4,130,basic,663.861,401.8,722.683,434.328,1.745,1.78
4,201,basic,73.919,49.337,121.467,80.551,0.991,1.025
4,202,basic,166.1,87.009,175.664,92.734,1.618,1.576
4,203,basic,269.683,184.612,302.014,202.707,1.329,1.429
4,204,basic,176.4,124.008,201.175,110.681,1.448,2.866
4,208,basic,202.375,166.894,0.0,0.0,1.255,
4,209,basic,154.096,54.389,177.449,62.405,0.78,0.798
4,210,basic,192.111,81.563,0.0,0.0,1.411,
4,211,basic,84.503,52.824,125.978,75.966,1.117,1.305
4,212,gifted,205.703,188.431,0.0,0.0,,
4,215,basic,119.274,72.471,145.489,86.306,0.912,1.022
4,218,basic,155.048,95.753,178.944,110.046,0.754,0.776
4,220,basic,88.194,72.24,0.0,0.0,1.394,
4,221,basic,164.919,114.101,243.962,152.259,0.988,1.451
4,222,basic,143.755,83.961,181.452,110.185,2.019,1.846
4,225,basic,81.908,41.252,89.921,44.986,1.231,1.268
4,226,basic,251.017,166.465,297.603,194.744,1.257,1.343
4,229,basic,258.048,210.685,0.0,0.0,1.149,
4,230,basic,109.786,73.516,158.527,100.19,1.021,1.341
4,233,basic,279.815,174.248,366.185,226.918,0.819,0.844
4,234,basic,80.658,65.206,0.0,0.0,1.211,
4,235,basic,84.632,54.291,129.499,80.917,1.206,1.354
4,236,basic,49.644,43.922,65.139,58.384,1.065,0.997
4,239,basic,263.046,153.875,0.0,0.0,1.669,
4,241,basic,382.249,129.5,675.584,225.752,1.906,1.982
4,242,basic,154.009,107.101,0.0,0.0,1.21,
4,243,basic,218.608,115.06,311.261,162.946,0.979,1.01
4,244,basic,36.59,34.076,38.543,36.227,1.118,1.018
4,245,basic,314.531,275.817,429.282,376.049,1.229,1.244
4,246,basic,229.657,117.664,395.322,196.833,1.224,1.376
4,247,basic,374.317,126.297,757.957,245.735,1.577,1.784
4,248,basic,143.91,91.634,0.0,0.0,0.882,
4,249,basic,30.075,23.462,37.936,29.843,0.863,0.824
4,250,basic,83.599,61.436,151.464,112.648,0.965,0.9
4,251,basic,140.142,68.088,170.306,80.62,1.386,1.524
4,252,basic,243.349,168.576,282.969,187.507,1.469,1.696
4,255,basic,85.537,56.644,145.005,95.263,0.821,0.867
4,257,basic,123.23,105.438,196.568,164.645,1.084,1.207
4,259,basic,158.588,114.504,0.0,0.0,1.328,
4,261,basic,171.731,155.899,251.105,221.029,1.106,1.286
4,262,basic,184.621,141.461,173.408,130.086,1.082,1.192
4,264,basic,82.162,38.299,0.0,0.0,0.938,
4,266,basic,100.603,80.919,133.544,107.922,0.902,0.875
4,267,basic,115.695,104.153,140.671,126.746,1.028,1.025
4,268,basic,107.293,101.928,0.0,0.0,1.08,
4,269,basic,100.393,94.143,126.917,118.78,1.036,1.089
4,270,basic,149.938,101.514,226.819,156.774,1.46,1.377
4,272,basic,41.642,39.177,0.0,0.0,1.033,
4,275,basic,95.783,89.746,139.632,130.475,1.143,1.219
4,276,basic,154.436,76.176,134.868,65.935,1.125,1.17
4,277,basic,120.22,77.564,139.51,89.66,1.004,1.024
4,279,basic,105.757,46.47,138.956,60.144,1.006,1.084
4,281,basic,67.923,45.346,80.108,53.105,0.82,0.852
4,282,basic,75.505,55.634,97.074,69.987,0.925,1.031
4,286,basic,176.115,111.116,229.382,137.766,1.867,2.153
4,287,gifted,190.0,174.047,0.0,0.0,,
4,288,basic,187.82,162.523,208.94,182.364,1.341,1.334
4,289,basic,159.84,137.43,0.0,0.0,1.38,
4,291,basic,375.954,260.364,643.131,468.394,2.288,1.934
4,292,basic,564.199,327.884,924.497,521.501,1.477,1.611
4,930,basic,398.668,353.713,815.668,742.633,2.314,1.938
4,935,basic,438.365,303.619,0.0,0.0,1.836,
4,939,basic,221.484,109.787,0.0,0.0,1.734,
4,949,basic,378.266,311.327,0.0,0.0,1.587,
4,955,basic,45.902,43.607,0.0,0.0,2.824,
